Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2023-09-18 04:53:18.25,18 Sep 2023 at 12:53 pm,14.634696,121.076303,56.76329401880503,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 04:59:37.89,18 Sep 2023 at 12:59 pm,14.637868,121.074925,68.41480388026685,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:01:33.52,18 Sep 2023 at 1:01 pm,14.640781,121.076291,76.13928852695972,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:03:37.00,18 Sep 2023 at 1:03 pm,14.639996,121.078522,65.23159548547119,"Horizontal Accuracy: ± 8 m
Vertical Accuracy: ± 1 m"
2023-09-18 05:09:28.22,18 Sep 2023 at 1:09 pm,14.636586,121.078226,59.62969482596964,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:10:46.82,18 Sep 2023 at 1:10 pm,14.636065,121.080663,48.00690873526037,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:17:52.73,18 Sep 2023 at 1:17 pm,14.634828,121.076268,59.65605414193124,"Horizontal Accuracy: ± 15 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:22:45.26,18 Sep 2023 at 1:22 pm,14.637862,121.074913,59.00997892767191,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:24:59.49,18 Sep 2023 at 1:24 pm,14.640719,121.076304,62.2583213718608,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:27:12.51,18 Sep 2023 at 1:27 pm,14.639970,121.078484,66.33189801126719,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:38:38.42,18 Sep 2023 at 1:38 pm,14.636612,121.078226,59.22890691272914,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:39:53.23,18 Sep 2023 at 1:39 pm,14.636074,121.080679,49.01853668224066,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:52:35.66,18 Sep 2023 at 1:52 pm,14.634721,121.076295,56.41603264492005,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-18 05:57:55.12,18 Sep 2023 at 1:57 pm,14.637877,121.074929,58.51171271316707,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"

Track
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2023-09-18 04:52:44.00,2023-09-18 12:52:44.00,0.0003160238265991211,14.634736,121.076293,3.535533905932737,60.64281845092773,3,0,0,0,-1,91.24072265625,93.9473876953125,11.94986534118652,1018.12073776826,0
2023-09-18 04:52:45.00,2023-09-18 12:52:45.00,0.5302410125732422,14.634736,121.076293,4.612905477116144,60.64281840994954,3.541982508706206,0,0,0.1946807122416395,-1,91.24072265625,93.9473876953125,11.94986534118652,296.1881525974027,0
2023-09-18 04:52:46.00,2023-09-18 12:52:46.00,1.522344946861267,14.634737,121.076293,4.612905477623176,61.00182719901204,3.541982508045873,0.04856229260522659,0,0.1946807122416395,-1,91.24072265625,93.9473876953125,11.94986534118652,-171.6421289682452,0
2023-09-18 04:52:47.00,2023-09-18 12:52:47.00,2.522934913635254,14.634726,121.076292,4.612905509348495,60.74187846761197,3.541982466728363,1.215731137435719,0,0.1946807122416395,-1,91.24072265625,93.9473876953125,11.94986534118652,12.49411691942023,0
2023-09-18 04:52:48.00,2023-09-18 12:52:48.00,3.522957921028137,14.634731,121.076293,4.612905492281161,61.36095805745572,3.541982488956028,1.796300261823075,0,0.1946807122416395,-1,93.44709014892578,96.15375518798828,11.91374492645264,3.42105642573424,0
2023-09-18 04:52:49.00,2023-09-18 12:52:49.00,4.522933006286621,14.634732,121.076295,4.612905484480541,61.51488872151822,3.541982499115176,2.005280110045816,0,0.1946807122416395,-1,94.47447967529297,97.18114471435547,11.91004085540771,1.07442003648176,0
2023-09-18 04:52:50.00,2023-09-18 12:52:50.00,5.522817015647888,14.634723,121.076296,4.612905503255921,61.07604594808072,3.541982474663035,2.980479474989021,0,0.3297882340785699,-1,94.47447967529297,97.18114471435547,11.91004085540771,1.310678106902141,0
2023-09-18 04:52:51.00,2023-09-18 12:52:51.00,6.522790908813477,14.634720,121.076298,4.612905504615512,61.28716655354947,3.54198247289237,3.372537853205944,0,0.3297882340785699,-1,95.58408355712891,98.29074859619141,11.90593814849854,1.197349547133804,0
2023-09-18 04:52:52.00,2023-09-18 12:52:52.00,7.522742986679077,14.634720,121.076298,4.612905502314121,61.66930766776204,3.54198247588959,3.457050379974796,0,0.3297882340785699,-1,97.71253967285156,100.4192047119141,11.90456295013428,1.401959559558112,0
2023-09-18 04:52:53.00,2023-09-18 12:52:53.00,8.023118019104004,14.634718,121.076300,4.612905498615977,61.98272319417447,3.541982480705871,3.715026664938944,0,0.3297882340785699,-1,97.71253967285156,100.4192047119141,11.90456295013428,1.606592499835722,0
2023-09-18 04:52:54.00,2023-09-18 12:52:54.00,8.693801999092102,14.634718,121.076300,4.612905498740321,62.35918803792447,3.541982480543932,3.752172448607753,0,0.3297882340785699,-1,100.0679168701172,102.7745819091797,11.89828109741211,1.565782859635725,0
2023-09-18 04:52:55.00,2023-09-18 12:52:55.00,10.52269494533539,14.634719,121.076298,4.612905503169608,61.8164023924619,3.541982474775445,4.037589078909649,0,0,-1,99.04425048828125,101.7509155273438,11.89653873443604,1.510684128963186,0
2023-09-18 04:52:56.00,2023-09-18 12:52:56.00,11.5226069688797,14.634714,121.076293,4.61290553540634,60.9699668455869,3.541982432791894,4.832657591770452,0,0,-1,99.04425048828125,101.7509155273438,11.89653873443604,1.749524247537688,0
2023-09-18 04:52:57.00,2023-09-18 12:52:57.00,12.52256798744202,14.634715,121.076292,4.612905535864221,60.64208598714322,3.541982432195572,4.979604613909625,0,0,-1,98.02092742919922,100.7275924682617,11.89048099517822,2.299464234430914,0
2023-09-18 04:52:58.00,2023-09-18 12:52:58.00,13.52255797386169,14.634715,121.076290,4.612905546497845,60.25439067464322,3.541982418346858,5.277738392395125,0,0,-1,98.02092742919922,100.7275924682617,11.89048099517822,3.665758890442402,0
2023-09-18 04:52:59.00,2023-09-18 12:52:59.00,14.52251994609833,14.634713,121.076288,4.612905557470267,59.88750835042447,3.541982404056909,5.557108771257484,0,0,-1,100.2066345214844,102.9132995605469,11.88917446136475,6.650994158408079,0
2023-09-18 04:53:00.00,2023-09-18 12:53:00.00,15.52255094051361,14.634716,121.076287,4.612905551774431,59.55468364432454,3.541982411474888,5.947928511149856,0,0.1310657785359337,-1,96.72116088867188,99.42782592773438,11.88983345031738,42.41297976905393,0
2023-09-18 04:53:01.00,2023-09-18 12:53:01.00,16.52251100540161,14.634717,121.076289,4.612905546175432,59.15868754964322,3.541982418766753,6.088366484309962,0.2099999934434891,0.1310657785359337,-1,96.72116088867188,99.42782592773438,11.88983345031738,-12.19823474047532,0
2023-09-18 04:53:02.00,2023-09-18 12:53:02.00,17.52219700813293,14.634720,121.076290,4.612905532304474,59.59234233479947,3.541982436831613,6.459824162942706,0,0.1310657785359337,-1,97.73052978515625,100.4371948242188,11.88865566253662,-4.267440231029035,0
2023-09-18 04:53:03.00,2023-09-18 12:53:03.00,18.52245795726776,14.634720,121.076290,4.612905532172671,59.59234233479947,3.541982437003267,6.459824162942706,0,0.1310657785359337,-1,97.73052978515625,100.4371948242188,11.88865566253662,-3.428380597300615,0
